# Ordinator - Perks of Skyrim.esp — glossary scoped to this mod only
#
# The words below are ones the tool could not resolve while trying to translate this mod's item
# "names". Fill in the Japanese column and re-run translation to resolve every name containing it.
# "Remaining" is how many candidates are STILL unresolved because of that word (most first).
# After you fill it in and re-run, that word's "Remaining" becomes 0 — 0 is normal (it means done).
#
# * Write the translation as a NOUN. Words are automatically joined with the particle "の", so
#   writing an adjectival/verb form (e.g. Japanese "〜した"/"〜れた"/"〜く") breaks the composition
#   (produces something like "卓越したの体力", grammatically wrong).
#   Example: 卓越した→卓越, 汚染された→汚染, 錆びた→錆, なびく→はためき
#   A trailing "の" is also unnecessary ("魂の"→"魂" — keeping it produces the doubled "魂のの抱擁").
#
# - Leaving a row blank is fine — any name containing that word simply stays untranslated (in English).
#   You can skip an entire mod's file too.
# - For a word that's an internal tag and should be output as-is, untranslated (e.g. "SMP", "3BBB"), write "=" in the Japanese column.
# - This glossary is used ONLY for this mod's candidates. Unlike the shared Data/name_glossary.tsv,
#   it never affects any other mod, so it only needs to fit this mod's own item lineup (no need for strict generality).
# - The Japanese column is preserved across regeneration (never overwritten), and rows are never dropped.
#
# English	Japanese	Remaining	Example
Hotwire		0	
Hotwired		0	
Hour		0	
Immunity		0	
Imposing		0	
Infinite		0	
Irresistible		0	
Killer		0	
Lawless		0	
Leaping		0	
Lethality		0	
Lion		0	
Lion's		0	
Listens		0	
Lockdown		0	
Long		0	
Maintenance		0	
Man		0	
March		0	
Mark		0	
Me		0	
Monarch		0	
Mystery		0	
Mythal		0	
Neural		0	
Nexus		0	
Nothing		0	
O'War		0	
Overflowing		0	
Perception		0	
Percussive		0	
Perfect		0	
Pierce		0	
Plan		0	
Protect		0	
Ram's		0	
Reset		0	
Rhythm		0	
Ritual		0	
Sage		0	
Sandstone		0	
Scarring		0	
Scorched		0	
Scribe		0	
Shadow		0	
Sheath		0	
Smokescreen		0	
Spellblade		0	
Star		0	
Stay		0	
Tap		0	
Teleport		0	
Tenth		0	
That		0	
Together		0	
Universe		0	
Unstoppable		0	
Upon		0	
Wandering		0	
Which		0	
Windmill		0	
Wingstrike		0	
With		0	
You...		0	
(Grounding)		0	
<Alias=ORD_Player_Alias>'s		0	
Alert		0	
Annoying		0	
Apocalypse		0	
Arm		0	
As		0	
Aside		0	
Automaton		0	
Beast		0	
Behind		0	
Box		0	
Brigand		0	
Burial		0	
Bury		0	
Business		0	
Carrion		0	
Cascade		0	
Cast		0	
Ceremony		0	
Chance		0	
College		0	
Combustion		0	
Crippling		0	
Cross		0	
Crown		0	
Cut		0	
Deactivated		0	
Deliverance		0	
Destruct		0	
Disassemble		0	
Distorted		0	
Divine		0	
Dovahzulaan		0	
Draw		0	
Drop		0	
Dungeoneer		0	
Eagle		0	
Electroconvulsions		0	
Enduring		0	
Evasion		0	
Evasive		0	
Experience		0	
Express		0	
Fang		0	
Fighter		0	
Fit		0	
Flux		0	
Foot		0	
Frame		0	
From		0	
Fuel		0	
Glacial		0	
Grounding		0	
Heel!		0	
Hell		0	
Hellguard		0	
Hypothermia		0	
Ideal		0	
Imperious		0	
Incendiaries		0	
Intuitive		0	
Ionized		0	
Kinsmen		0	
Knockdown		0	
Leap		0	
Line		0	
Lines		0	
Lockjaw		0	
Lord		0	
Lotus		0	
Magnetic		0	
Mangle		0	
Masses		0	
Matching		0	
Menace		0	
Monster		0	
Mosquitoes		0	
Needle		0	
Nirn		0	
On-Hit		0	
Ouroboros		0	
Pact		0	
Parmion		0	
Path		0	
Penance		0	
Performing		0	
Poke		0	
Prank		0	
Primal		0	
Proof		0	
Putrefy		0	
Quarter		0	
Ravenous		0	
Raw		0	
Redoubled		0	
Relation		0	
Resonance		0	
Revelation		0	
Rive		0	
Roil		0	
Rushing		0	
Sacred		0	
Scales		0	
Serpent's		0	
Set		0	
Shape		0	
Shoelace		0	
Silent		0	
Smite		0	
Snipe		0	
Sonic		0	
Sow		0	
Splendor		0	
Stalk		0	
Static		0	
Stay!		0	
Steam		0	
Stop		0	
Summon		0	
Sweeping		0	
Thee		0	
Their		0	
Thracius		0	
Thread		0	
Tidal		0	
Trouble		0	
Twin		0	
Unto		0	
Vision		0	
Void		0	
Warbringer		0	
Wardancer		0	
Whispering		0	
Whispers		0	
Windswept		0	
Within		0	
Zealot's		0	
(Turn		0	
<BaseName>		0	
Adder		0	
Alignment		0	
Alkahest		0	
Alone		0	
Alpha		0	
Among		0	
Anomaly		0	
Antimagic		0	
Apex		0	
Arena		0	
Armor)		0	
Assume		0	
Astral		0	
Attributes		0	
Attunement		0	
Autmaton		0	
Before		0	
Behold		0	
Bell		0	
Big		0	
Binding		0	
Bitter		0	
Blazon		0	
Blocked		0	
Bloodforge		0	
Blossom		0	
Bond		0	
Bottomless		0	
Brand		0	
Breach		0	
Breaking		0	
Brittle		0	
Broken		0	
Bushwhack		0	
Call		0	
Ceremony!		0	
Chalice		0	
Channeler		0	
Charmed		0	
Chymical		0	
Cleric		0	
Cobra		0	
Commerce		0	
Contemporary		0	
Cookbook		0	
Core		0	
Counterfeit		0	
Covenant		0	
Crack		0	
Crime		0	
Crimson		0	
Crushed		0	
Cryptic		0	
Crystalize		0	
Crystalline		0	
Demolition		0	
Deprecated		0	
Desperado		0	
Diamondskin		0	
Dies		0	
Dimensional		0	
Disciplined		0	
Dispersed		0	
Dodge		0	
Dominion		0	
Doom		0	
Dried		0	
Druids		0	
Due		0	
Duel		0	
Eat		0	
Ebb		0	
Echoes		0	
Efficient		0	
Encouraging		0	
Enraging		0	
Enter		0	
Entice		0	
Equipped		0	
Error		0	
Eternal		0	
Evangelist		0	
Ex		0	
Execute		0	
Exorcist		0	
Explode		0	
False		0	
Feather		0	
Feel		0	
Ferocious		0	
Fiddle		0	
Fifteen		0	
Fight!		0	
Final		0	
Firing		0	
Fixer		0	
Focus		0	
Forbidden		0	
Form		0	
Fragility		0	
Frozen		0	
Furious		0	
Geomancer		0	
Gift		0	
Glancing		0	
Gone		0	
Grail		0	
Ground		0	
Hard		0	
Harsh		0	
Harvester		0	
Haze		0	
Heavens		0	
Heavenstrike		0	
Hip		0	
Hoard		0	
Hollow		0	
Holy		0	
Hostile		0	
Hourglass		0	
Howling		0	
Illumination		0	
Immolated		0	
Immortal		0	
Infiltrator		0	
Instinct		0	
Keen		0	
Kinship		0	
Laugh		0	
Leaf		0	
Lesson		0	
Locker		0	
Lockout		0	
Magdra		0	
Magi		0	
Magicka)		0	
Magnet		0	
Magnetize		0	
Magnum		0	
Maiden		0	
Mana		0	
Many		0	
Marked		0	
Materials		0	
Maximus		0	
Mere		0	
Might		0	
Miracle		0	
Mixture		0	
Money		0	
Mountain		0	
My		0	
Name-Daughters		0	
Nature		0	
Necromanticon		0	
Necropotence		0	
Neverworld		0	
Nightfall		0	
Nihilo		0	
Opportunity		0	
Opus		0	
Orcus		0	
Out		0	
Overrun		0	
PA		0	
Pages		0	
Parry		0	
Passion		0	
Peaceful		0	
Philosopher's		0	
Physical		0	
Pilgrim		0	
Ping		0	
Pinning		0	
Planemeld		0	
Poise		0	
Preservation		0	
Preserved		0	
Preserver		0	
Prince		0	
Principle		0	
Problem		0	
Pull		0	
Puppet		0	
Pure		0	
Python		0	
Quadratic		0	
Raider		0	
Rattler		0	
Ready		0	
Recycle		0	
Remote		0	
Repent!		0	
Revel		0	
Ribcage		0	
Ritualist		0	
Robbed		0	
Robe		0	
Roll		0	
Ruin		0	
Salesman		0	
Sanctuaries		0	
Sealed		0	
Seconds		0	
Seen		0	
Senses		0	
Shall		0	
Shieldbiter		0	
Shifting		0	
Sickness		0	
Signed		0	
Skeleport		0	
Slam		0	
Snap		0	
Solver		0	
Special		0	
Spelldancer		0	
Spider		0	
Spin		0	
Spine		0	
Spinning		0	
Split		0	
Stamina)		0	
Starlight		0	
Stellar		0	
Still		0	
Stimulants		0	
Story		0	
Streak		0	
Stride		0	
Sunbeam		0	
Sunblast		0	
Survival		0	
Swaying		0	
Tainted		0	
Takedown		0	
Teachings		0	
Tension		0	
Terrifying		0	
Territory		0	
Test		0	
Them		0	
Thunderstruck		0	
Timing		0	
Toil		0	
Toll		0	
Topaz		0	
Trade		0	
Traveling		0	
Trick		0	
Tutor		0	
Undead)		0	
Under		0	
Undressed		0	
Unlimited		0	
Vapors		0	
Very		0	
Wave		0	
Waves		0	
Wedding		0	
Whiplash		0	
Wicked		0	
Wilderking		0	
Windrunner		0	
Witching		0	
Wyresses		0	
Zymel		0	
Overthrow	打倒	0	
Batter	乱打	0	
Bedrock	岩盤	0	
Maze	迷宮	0	
Savage	獰猛	0	
Sovereign	君主	0	
Avalanche	雪崩	0	
Conflagration	大火	0	
Encore	アンコール	0	
Exhaust	消耗	0	
Hurricane	颶風	0	
Judgment	裁き	0	
Requiem	鎮魂	0	
Revenge	報復	0	
Serenade	セレナーデ	0	
